Materiale,Modulo_Young_MPa,Snervamento_MPa,Spessore_mm,Cava_V_mm,Raggio_Punzone_mm,Raggio_Matrice_mm,Angolo_Desiderato_deg,Corsa_Punzione_mm
Acciaio_Mite_S235,208480.4,228.7,2.4,20,3.0,1.5,96.59,6.553
Alluminio_5052_H32,68101.0,213.1,4.8,40,2.0,2.0,125.23,9.261
Acciaio_Mite_S235,206326.8,218.9,5.0,40,4.0,2.0,133.74,7.706
Alluminio_5052_H32,69768.6,198.0,1.7,12,3.0,3.0,87.05,2.981
Acciaio_Mite_S235,203946.4,237.2,5.0,40,4.0,2.0,118.86,9.988
Acciaio_Mite_S235,209836.7,247.4,1.2,10,1.5,1.0,98.44,3.082
Acciaio_Inox_304,191218.5,308.3,3.8,32,4.0,2.0,80.57,13.549
Alluminio_6061_T6,67549.2,268.1,3.0,24,4.0,3.0,86.72,7.939
Acciaio_Inox_304,194001.7,301.9,1.9,16,2.0,2.0,114.56,4.152
Alluminio_5052_H32,69860.8,208.8,5.4,40,0.8,3.0,97.1,14.524
Acciaio_Inox_304,187194.5,291.2,1.8,16,1.5,1.5,109.04,4.636
Acciaio_Mite_S235,214994.4,224.0,2.3,20,1.5,1.0,128.42,4.281
Acciaio_Mite_S235,209644.7,235.3,5.5,40,1.5,1.5,128.05,8.822
Alluminio_5052_H32,70552.4,199.2,4.5,32,3.0,3.0,156.74,3.152
Alluminio_6061_T6,67044.0,308.9,5.9,50,1.5,2.0,132.18,10.297
Acciaio_Mite_S235,204647.2,237.8,6.0,50,4.0,1.0,81.51,23.135
Alluminio_6061_T6,67484.3,270.4,7.6,60,1.5,1.5,129.14,13.056
Acciaio_Inox_304,192951.9,316.8,5.2,40,1.0,3.0,106.57,12.572
Acciaio_Mite_S235,216261.4,229.6,4.6,40,1.0,1.5,98.75,14.833
Acciaio_Inox_304,191140.2,313.5,4.4,32,0.8,2.0,96.62,11.851
Acciaio_Mite_S235,206523.4,230.6,3.4,24,2.0,3.0,126.01,5.204
Alluminio_6061_T6,67165.7,284.5,4.0,32,1.5,3.0,138.51,5.582
Acciaio_Inox_304,193482.9,290.0,6.8,50,0.8,1.5,82.23,23.915
Alluminio_5052_H32,68879.4,197.0,3.5,24,1.0,1.0,148.37,3.311
Acciaio_Mite_S235,214173.8,236.2,7.7,60,2.0,3.0,94.81,22.885
Acciaio_Inox_304,190902.4,296.6,5.2,40,3.0,1.0,148.12,5.305
Alluminio_5052_H32,68077.9,195.0,5.8,50,1.5,3.0,105.15,16.504
Alluminio_5052_H32,68574.9,190.8,5.9,50,0.8,3.0,127.83,11.132
Alluminio_6061_T6,69607.7,276.4,2.3,20,2.0,1.5,142.44,3.025
Acciaio_Inox_304,192741.7,308.7,5.0,40,1.5,3.0,81.35,18.153
Acciaio_Inox_304,190411.4,271.4,7.9,60,0.8,1.5,120.4,15.61
Alluminio_6061_T6,68201.4,282.0,3.2,24,2.0,2.0,128.38,5.088
Acciaio_Inox_304,187617.7,289.8,3.8,32,0.8,1.0,123.05,7.943
Acciaio_Mite_S235,203347.1,242.0,5.2,40,4.0,1.0,110.18,11.761
Alluminio_6061_T6,69242.6,268.1,2.2,16,0.8,1.5,157.75,1.514
Alluminio_6061_T6,66075.1,275.6,7.4,60,0.8,1.5,158.03,5.635
Alluminio_5052_H32,70305.3,189.1,1.2,10,2.0,3.0,123.03,1.656
Alluminio_5052_H32,71440.0,200.0,3.0,24,0.8,3.0,117.71,6.063
Alluminio_5052_H32,69658.7,194.2,1.4,12,3.0,1.5,139.88,1.769
Acciaio_Mite_S235,206663.6,241.5,2.0,16,0.8,2.0,157.47,1.441
Acciaio_Mite_S235,204147.2,232.9,6.7,50,4.0,3.0,98.45,17.136
Acciaio_Inox_304,192169.8,317.9,7.7,60,2.0,2.0,148.39,8.021
Alluminio_6061_T6,70491.1,269.2,7.1,60,1.5,1.5,148.78,7.923
Acciaio_Mite_S235,211521.7,235.7,1.4,12,1.5,3.0,112.33,2.904
Alluminio_6061_T6,69880.9,298.7,3.1,24,1.5,1.5,118.13,6.34
Alluminio_6061_T6,70858.4,308.4,3.7,32,1.5,3.0,111.39,9.124
Acciaio_Inox_304,193783.0,273.4,6.7,50,1.0,1.0,123.94,12.272
Acciaio_Inox_304,188737.6,312.7,3.9,32,1.5,3.0,111.24,9.171
Acciaio_Mite_S235,210111.6,232.1,2.3,20,4.0,2.0,151.31,2.309
Alluminio_6061_T6,69389.6,288.5,1.4,12,1.5,2.0,117.57,2.808
Alluminio_6061_T6,66291.3,259.5,2.0,16,0.8,3.0,107.38,4.491
Alluminio_6061_T6,68817.1,288.1,1.0,8,1.5,3.0,116.26,1.685
Alluminio_6061_T6,67243.9,296.6,2.1,16,2.0,1.0,145.7,2.203
Acciaio_Mite_S235,214047.8,234.7,5.3,40,2.0,3.0,126.32,8.908
Alluminio_6061_T6,68342.0,278.8,6.3,50,0.8,2.0,130.45,10.918
Alluminio_6061_T6,68371.9,275.2,2.0,16,1.0,1.5,104.79,4.963
Alluminio_5052_H32,70679.2,186.3,2.9,24,0.8,2.0,145.06,3.563
Acciaio_Mite_S235,210790.4,245.7,5.4,40,2.0,2.0,85.42,17.204
Acciaio_Mite_S235,212393.7,251.7,2.7,20,1.5,3.0,93.83,6.734
Acciaio_Mite_S235,211028.6,231.7,3.6,32,1.0,1.5,131.81,6.645
Alluminio_6061_T6,67953.0,269.1,6.8,50,2.0,1.0,151.76,6.071
Alluminio_6061_T6,70530.9,297.1,4.4,32,0.8,2.0,133.94,6.277
Acciaio_Mite_S235,208089.5,244.3,2.1,16,4.0,1.0,133.66,2.928
Alluminio_6061_T6,68811.6,301.7,8.0,60,1.0,1.0,152.38,7.034
Acciaio_Inox_304,198727.6,277.3,3.7,32,1.0,3.0,127.22,6.969
Acciaio_Inox_304,195237.3,312.7,3.7,32,0.8,1.0,101.57,11.486
Alluminio_5052_H32,70999.7,203.1,3.3,24,2.0,3.0,156.29,2.316
Alluminio_6061_T6,70661.0,294.5,5.8,50,4.0,1.0,118.48,13.068
Acciaio_Mite_S235,203103.4,248.3,6.0,50,0.8,2.0,116.89,13.764
Alluminio_5052_H32,69285.7,195.6,4.3,32,1.5,3.0,88.14,12.575
Alluminio_5052_H32,70673.4,201.0,5.7,50,3.0,3.0,146.15,7.16
Alluminio_6061_T6,71143.9,284.6,7.1,60,4.0,1.0,126.71,13.56
Acciaio_Mite_S235,210223.4,236.3,2.8,24,4.0,1.0,126.27,5.149
Alluminio_6061_T6,67816.7,301.1,3.1,24,0.8,2.0,124.29,5.574
Acciaio_Mite_S235,207066.7,258.4,4.3,32,3.0,3.0,82.11,12.97
Acciaio_Mite_S235,211840.8,247.6,7.4,60,0.8,1.0,114.4,17.6
Acciaio_Mite_S235,207698.3,240.8,7.7,60,1.0,1.5,112.46,17.938
Acciaio_Mite_S235,212415.1,222.3,2.5,20,4.0,2.0,144.89,2.753
Alluminio_5052_H32,68541.1,188.6,1.8,16,1.5,2.0,145.88,2.171
Acciaio_Inox_304,194146.2,292.2,3.0,24,1.0,1.5,145.2,3.473
Alluminio_6061_T6,68496.5,271.1,2.2,16,3.0,2.0,96.01,4.703
Alluminio_6061_T6,66625.2,253.5,6.0,50,1.5,1.5,112.04,14.98
Acciaio_Inox_304,192558.5,295.1,3.5,24,4.0,2.0,143.68,3.59
Alluminio_5052_H32,71202.2,205.2,4.8,40,0.8,1.5,141.55,6.434
Alluminio_6061_T6,69235.8,298.1,7.9,60,1.5,1.0,104.63,20.349
Alluminio_5052_H32,70900.9,188.9,3.6,32,1.5,1.0,101.24,11.338
Alluminio_5052_H32,70052.8,195.0,3.2,24,1.0,1.5,120.73,5.835
Alluminio_5052_H32,69425.1,181.2,1.9,16,3.0,2.0,109.66,4.083
Acciaio_Inox_304,189793.5,290.6,3.8,32,1.0,1.0,136.12,5.985
Acciaio_Inox_304,194025.6,282.0,7.5,60,3.0,1.5,149.55,7.736
Alluminio_6061_T6,70047.5,264.8,7.1,60,3.0,2.0,117.42,16.243
Alluminio_6061_T6,69887.7,273.3,6.9,60,1.5,2.0,110.71,18.471
Alluminio_5052_H32,71788.4,205.2,4.6,40,4.0,2.0,109.27,11.71
Acciaio_Mite_S235,209772.1,233.3,5.7,50,1.5,3.0,130.86,10.485
Alluminio_5052_H32,70284.9,192.1,5.8,50,1.0,1.0,118.8,13.555
Alluminio_5052_H32,68080.9,194.2,3.3,24,1.5,1.0,146.71,3.271
Acciaio_Mite_S235,197501.1,260.6,7.5,60,4.0,2.0,138.9,10.346
Alluminio_5052_H32,69443.8,205.1,5.2,40,3.0,1.5,107.95,12.293
Acciaio_Mite_S235,207593.7,248.8,3.1,24,4.0,1.0,152.41,2.792
Acciaio_Mite_S235,213906.4,282.5,6.5,50,3.0,1.5,95.23,18.928
Alluminio_5052_H32,71507.8,200.0,5.1,40,4.0,1.5,120.24,9.958
Acciaio_Inox_304,190749.5,283.9,1.8,16,4.0,1.5,112.23,3.888
Acciaio_Mite_S235,208979.0,239.0,4.4,32,1.0,3.0,137.69,5.752
Alluminio_6061_T6,68548.7,262.5,1.1,8,2.0,3.0,116.38,1.454
Acciaio_Mite_S235,206213.0,240.1,7.8,60,1.0,2.0,135.0,11.495
Acciaio_Mite_S235,211338.6,223.2,7.8,60,1.0,2.0,159.84,5.124
Alluminio_5052_H32,72236.9,205.4,6.3,50,1.0,2.0,115.77,14.103
Alluminio_6061_T6,68479.0,265.8,5.9,50,1.5,1.5,150.19,6.363
Alluminio_5052_H32,73498.2,197.2,4.0,32,1.0,1.0,131.32,6.678
Alluminio_5052_H32,69717.3,199.7,1.3,10,3.0,2.0,127.32,1.878
Alluminio_6061_T6,67748.1,273.7,2.9,24,4.0,3.0,142.77,3.437
Alluminio_5052_H32,70061.9,199.0,6.8,50,1.0,1.5,147.37,6.885
Acciaio_Inox_304,197635.4,288.0,1.0,8,1.5,2.0,110.88,1.776
Alluminio_6061_T6,70288.4,287.5,3.3,24,3.0,3.0,155.67,2.416
Acciaio_Mite_S235,210855.0,228.1,7.2,60,1.0,1.5,117.73,16.578
Acciaio_Mite_S235,209105.1,221.9,5.5,40,1.0,1.0,145.59,5.929
Acciaio_Mite_S235,207985.4,221.7,7.0,60,2.0,1.0,88.41,26.487
Acciaio_Inox_304,191372.2,310.2,5.3,40,2.0,3.0,155.05,4.031
Alluminio_6061_T6,69019.8,252.0,6.9,60,2.0,1.5,117.98,16.344
Alluminio_6061_T6,69214.8,268.8,6.4,50,4.0,3.0,90.35,19.476
Alluminio_6061_T6,68038.5,301.8,5.6,40,0.8,3.0,134.32,7.686
Acciaio_Mite_S235,211799.8,237.4,6.9,60,2.0,1.5,110.56,18.585
Alluminio_6061_T6,71412.1,283.8,6.0,50,1.5,1.0,82.87,24.029
Acciaio_Inox_304,191921.9,285.8,1.1,8,1.5,2.0,118.93,1.606
Acciaio_Inox_304,196761.1,293.1,7.7,60,4.0,1.5,110.12,17.991
Alluminio_6061_T6,70013.4,261.4,2.4,20,1.5,3.0,93.96,6.644
Alluminio_5052_H32,72202.0,190.4,1.8,16,1.5,3.0,135.84,2.78
Alluminio_6061_T6,70191.3,296.6,4.5,32,4.0,3.0,92.83,10.757
Alluminio_5052_H32,72508.0,193.5,4.7,40,1.5,1.5,139.09,6.948
Acciaio_Inox_304,186426.2,286.2,4.6,40,2.0,2.0,105.23,13.047
Alluminio_6061_T6,68189.3,284.3,3.9,32,1.5,2.0,106.66,10.071
Alluminio_5052_H32,71087.0,196.6,3.3,24,4.0,3.0,91.85,7.634
Alluminio_5052_H32,71600.0,192.3,3.0,24,1.5,3.0,157.85,2.227
Alluminio_6061_T6,68570.5,261.1,2.6,20,3.0,2.0,135.89,3.435
Acciaio_Mite_S235,210500.6,231.2,4.4,32,3.0,1.5,110.53,9.194
Acciaio_Inox_304,191024.6,303.7,7.2,60,1.5,3.0,155.31,6.328
Acciaio_Mite_S235,207939.8,224.8,6.6,50,2.0,3.0,153.65,5.446
Alluminio_6061_T6,68768.4,260.7,2.9,24,2.0,3.0,119.19,5.77
Acciaio_Inox_304,191220.3,284.1,6.4,50,4.0,3.0,155.05,5.281
Acciaio_Mite_S235,206644.1,220.1,2.9,24,1.0,1.5,106.97,7.596
Alluminio_6061_T6,70268.7,281.4,4.7,40,4.0,1.0,87.31,16.768
Alluminio_5052_H32,71088.9,191.7,7.9,60,1.5,1.5,144.64,9.104
Acciaio_Mite_S235,217583.4,219.3,4.1,32,4.0,3.0,144.52,4.429
Acciaio_Inox_304,185631.9,309.9,1.1,8,0.8,1.5,121.7,1.785
Alluminio_5052_H32,71243.0,210.3,2.0,16,0.8,1.0,125.29,3.66
Alluminio_5052_H32,67154.7,195.1,4.7,40,1.5,3.0,151.23,4.79
Acciaio_Inox_304,191544.8,277.8,2.0,16,4.0,2.0,119.16,3.43
Alluminio_6061_T6,67403.9,277.6,4.0,32,0.8,2.0,158.73,3.017
Alluminio_6061_T6,69527.7,284.1,7.1,60,2.0,3.0,157.92,5.617
Alluminio_5052_H32,71092.3,202.2,2.1,16,2.0,3.0,103.64,4.255
Acciaio_Inox_304,194165.9,295.3,3.9,32,1.0,1.5,136.59,5.912
Acciaio_Mite_S235,206705.1,239.2,5.7,50,0.8,3.0,125.58,11.762
Acciaio_Mite_S235,212880.9,243.1,2.1,16,4.0,2.0,153.85,1.508
Acciaio_Inox_304,200659.5,282.4,4.8,40,1.0,1.0,91.76,16.613
Acciaio_Inox_304,195124.9,290.7,6.1,50,4.0,1.5,118.4,12.99
Acciaio_Mite_S235,208979.5,212.9,6.3,50,3.0,1.5,155.8,5.198
Acciaio_Inox_304,198691.4,312.8,7.5,60,2.0,1.5,91.94,24.736
Acciaio_Mite_S235,208244.0,225.0,7.4,60,1.0,3.0,143.61,9.196
Acciaio_Mite_S235,210023.0,217.3,1.7,12,3.0,2.0,117.95,2.555
Acciaio_Inox_304,192388.8,291.1,6.9,60,1.0,2.0,115.54,17.12
Alluminio_6061_T6,69408.4,262.8,5.2,40,4.0,1.0,97.98,14.097
Alluminio_6061_T6,69746.9,272.1,3.5,24,1.0,2.0,91.85,9.102
Alluminio_5052_H32,70387.8,195.8,5.9,50,2.0,1.5,145.02,7.448
Acciaio_Inox_304,192375.3,280.8,2.3,20,2.0,2.0,108.47,5.823
Alluminio_5052_H32,71408.9,216.1,2.0,16,1.0,1.0,135.69,3.095
Acciaio_Mite_S235,211937.0,224.7,3.9,32,2.0,1.5,106.6,10.114
Acciaio_Mite_S235,200612.3,263.1,2.0,16,1.0,2.0,147.41,2.188
Acciaio_Inox_304,198739.4,291.2,6.9,60,0.8,3.0,116.09,16.756
Alluminio_6061_T6,71160.6,280.5,6.5,50,1.0,1.5,123.73,12.306
Acciaio_Inox_304,193481.0,294.3,2.2,16,2.0,1.5,103.01,4.801
Acciaio_Mite_S235,208938.1,218.7,6.9,60,1.5,1.5,84.76,28.16
Acciaio_Mite_S235,201103.5,247.5,3.1,24,0.8,3.0,83.39,9.973
Alluminio_5052_H32,69290.3,183.9,6.3,50,4.0,1.5,158.88,4.426
Acciaio_Mite_S235,209303.9,255.9,3.9,32,1.5,1.0,116.52,8.752
Acciaio_Inox_304,192018.2,298.5,8.0,60,2.0,1.0,128.54,13.164
Alluminio_5052_H32,71206.2,173.7,2.2,16,1.0,2.0,158.45,1.457
Acciaio_Mite_S235,215760.0,243.4,4.6,40,3.0,1.5,137.21,7.027
Alluminio_6061_T6,69354.2,277.1,2.7,20,2.0,3.0,83.18,7.427
Alluminio_5052_H32,68736.4,202.8,5.8,50,4.0,1.0,130.77,10.234
Acciaio_Mite_S235,219930.8,230.5,1.1,8,3.0,1.0,94.97,1.802
Acciaio_Inox_304,187131.3,285.3,5.7,50,3.0,2.0,88.58,21.068
Alluminio_6061_T6,67821.2,267.4,7.0,60,1.0,1.0,100.61,22.275
Alluminio_6061_T6,70037.1,267.6,4.1,32,1.5,3.0,139.48,5.29
Alluminio_5052_H32,67746.2,185.6,3.2,24,3.0,2.0,144.33,3.477
Alluminio_6061_T6,68676.7,286.3,6.3,50,0.8,1.5,126.76,11.631
Alluminio_6061_T6,68603.3,256.5,3.7,32,3.0,1.0,151.53,3.909
Alluminio_6061_T6,67840.0,289.2,3.8,32,2.0,3.0,159.74,2.766
Acciaio_Inox_304,197926.8,298.6,1.6,12,4.0,3.0,158.08,0.974
Alluminio_5052_H32,68826.8,195.0,6.4,50,1.5,1.0,117.6,13.585
Alluminio_6061_T6,70367.5,272.5,2.4,20,3.0,2.0,110.18,5.248
Alluminio_5052_H32,69822.1,189.4,5.6,40,3.0,1.5,84.21,17.171
Alluminio_6061_T6,69288.7,249.9,3.3,24,4.0,1.5,109.21,6.477
Acciaio_Mite_S235,211359.3,232.5,3.2,24,1.0,3.0,139.53,4.023
Alluminio_5052_H32,67756.3,193.3,2.6,20,1.5,2.0,150.99,2.293
Alluminio_6061_T6,69124.3,262.0,4.1,32,1.5,2.0,117.37,8.429
Acciaio_Mite_S235,208042.3,218.1,2.7,20,1.5,3.0,110.15,5.463
Alluminio_6061_T6,68552.5,268.9,4.7,40,0.8,2.0,99.76,14.487
Acciaio_Inox_304,191865.8,297.7,2.0,16,4.0,3.0,81.48,4.436
Acciaio_Inox_304,186124.4,268.1,4.0,32,4.0,3.0,149.95,3.912
Alluminio_5052_H32,70108.6,178.0,5.9,50,1.5,2.0,147.47,6.876
Alluminio_6061_T6,69637.7,281.7,7.0,60,3.0,2.0,155.58,6.15
Alluminio_5052_H32,70661.1,204.1,3.7,32,0.8,1.5,132.26,6.445
Acciaio_Inox_304,191810.0,309.0,7.8,60,4.0,1.0,115.32,16.681
Alluminio_5052_H32,71096.4,189.5,2.4,20,0.8,1.0,128.98,4.281
Acciaio_Inox_304,192193.1,282.2,5.1,40,1.0,1.0,118.64,10.644
Acciaio_Mite_S235,205393.6,249.9,7.3,60,2.0,1.0,118.03,16.206
Alluminio_5052_H32,67494.1,217.1,2.1,16,3.0,1.5,96.68,4.891
Alluminio_5052_H32,68221.8,185.3,2.6,20,3.0,2.0,130.01,3.757
Acciaio_Mite_S235,204343.2,231.8,5.7,50,1.0,2.0,153.04,5.649
Acciaio_Mite_S235,211645.8,225.9,2.7,20,1.5,3.0,149.4,2.404
Alluminio_5052_H32,70089.4,185.0,1.1,8,4.0,2.0,89.88,0.93
Acciaio_Mite_S235,208546.0,231.9,3.2,24,1.5,2.0,89.05,9.367
Alluminio_6061_T6,68360.3,273.3,2.8,24,1.5,3.0,124.13,5.462
Acciaio_Mite_S235,209605.3,236.7,3.2,24,1.5,2.0,130.01,4.921
Alluminio_5052_H32,69349.4,191.9,7.4,60,4.0,2.0,117.81,15.78
Alluminio_5052_H32,68179.9,195.1,7.7,60,4.0,1.0,88.15,25.378
Alluminio_5052_H32,68203.8,202.6,1.4,12,0.8,1.5,119.6,3.002
Alluminio_6061_T6,69303.2,305.2,7.3,60,4.0,1.5,108.89,18.648
Alluminio_6061_T6,68023.4,269.1,5.2,40,2.0,2.0,103.64,12.975
Acciaio_Mite_S235,204464.3,222.1,5.5,40,1.0,1.5,82.92,18.583
Alluminio_6061_T6,68504.3,284.4,2.0,16,1.5,2.0,91.81,5.571
Alluminio_6061_T6,69952.1,274.9,6.1,50,1.5,3.0,140.23,8.306
Alluminio_5052_H32,69283.9,184.6,5.0,40,1.5,1.0,131.39,8.372
Acciaio_Mite_S235,204795.3,217.0,1.2,10,1.0,3.0,137.68,1.599
Acciaio_Mite_S235,210865.6,254.0,2.1,16,1.5,3.0,114.78,3.882
Acciaio_Mite_S235,199989.2,220.8,4.6,40,4.0,1.5,100.38,13.672
Acciaio_Inox_304,190528.6,274.6,2.7,20,0.8,1.0,130.96,3.995
Alluminio_5052_H32,71089.9,189.6,2.6,20,4.0,1.0,126.41,4.085
Alluminio_5052_H32,69747.9,185.7,6.3,50,2.0,1.5,86.65,22.084
Alluminio_5052_H32,69610.1,193.1,4.9,40,1.5,3.0,86.88,16.735
Alluminio_6061_T6,69370.4,275.1,1.7,12,2.0,1.0,124.62,2.558
Acciaio_Mite_S235,212431.4,239.7,7.8,60,3.0,3.0,154.54,6.415
Acciaio_Inox_304,193455.8,280.9,5.0,40,2.0,1.5,92.29,15.911
Alluminio_6061_T6,68168.0,273.0,3.2,24,3.0,1.0,120.14,5.834
Alluminio_6061_T6,70133.7,275.0,1.7,12,0.8,3.0,114.71,2.741
Alluminio_5052_H32,69512.6,206.6,4.4,32,0.8,3.0,87.94,13.079
Alluminio_5052_H32,68704.8,203.9,6.3,50,3.0,1.5,84.04,22.493
Alluminio_6061_T6,69552.1,287.6,7.2,60,0.8,3.0,141.48,9.747
Alluminio_5052_H32,72094.4,186.0,3.1,24,0.8,2.0,113.43,6.65
Acciaio_Inox_304,197159.0,293.3,5.9,50,0.8,1.0,151.52,6.023
Alluminio_6061_T6,69265.4,283.0,7.8,60,1.5,2.0,84.57,27.431
Acciaio_Mite_S235,215231.5,228.7,1.5,12,3.0,3.0,87.44,2.905
Alluminio_6061_T6,67328.8,281.4,7.6,60,4.0,2.0,94.26,22.996
Acciaio_Mite_S235,208959.5,226.9,2.0,16,0.8,3.0,105.37,4.669
Acciaio_Mite_S235,211175.7,263.1,7.0,60,0.8,1.5,126.88,13.888
Acciaio_Inox_304,192266.2,296.5,2.2,16,2.0,2.0,135.87,2.699
Acciaio_Mite_S235,216364.6,227.1,6.8,50,1.5,1.5,81.64,23.722
Alluminio_5052_H32,71771.6,208.1,4.9,40,2.0,2.0,126.58,9.127
Alluminio_6061_T6,67826.9,277.1,6.3,50,3.0,1.0,138.07,8.852
Alluminio_6061_T6,68620.0,280.0,1.9,16,4.0,1.0,117.1,3.728
Alluminio_6061_T6,68424.1,273.9,4.5,32,1.0,1.5,140.67,5.322
Alluminio_5052_H32,74039.0,206.4,4.0,32,3.0,3.0,89.06,12.119
Alluminio_5052_H32,71365.1,185.1,2.9,24,1.0,3.0,102.16,7.717
Alluminio_6061_T6,68639.3,283.0,1.5,12,1.0,2.0,89.8,4.155
Alluminio_5052_H32,71371.3,180.0,3.4,24,2.0,2.0,154.57,2.55
Alluminio_6061_T6,69997.2,266.3,7.6,60,1.0,2.0,124.16,14.523
Acciaio_Mite_S235,214044.6,239.2,5.7,50,1.5,2.0,128.34,11.085
Acciaio_Inox_304,192142.3,307.1,5.2,40,4.0,3.0,130.42,7.983
Acciaio_Mite_S235,211061.9,244.4,7.2,60,2.0,3.0,142.6,9.391
Acciaio_Inox_304,190064.6,314.4,2.6,20,1.0,1.0,140.08,3.455
Alluminio_6061_T6,68448.3,281.8,5.1,40,2.0,2.0,141.31,6.459
Acciaio_Mite_S235,201126.4,229.3,2.5,20,0.8,3.0,136.24,3.551
Acciaio_Mite_S235,210502.8,223.8,2.9,24,0.8,1.0,125.95,5.513
Alluminio_5052_H32,69546.1,178.3,3.8,32,4.0,3.0,84.45,12.468
Acciaio_Mite_S235,219051.2,231.6,2.2,16,3.0,3.0,98.04,4.236
Alluminio_6061_T6,69020.3,287.7,3.6,32,1.0,1.5,81.95,15.228
Acciaio_Mite_S235,212413.1,243.4,4.5,32,1.0,3.0,116.44,8.369
Acciaio_Inox_304,196930.4,300.1,4.1,32,0.8,2.0,91.18,12.918
Alluminio_5052_H32,70421.6,191.6,3.0,24,1.5,2.0,114.55,6.558
Alluminio_6061_T6,69541.9,269.4,2.6,20,0.8,2.0,93.85,7.375
Alluminio_5052_H32,70733.6,167.4,5.9,50,0.8,2.0,153.48,5.57
Acciaio_Inox_304,191857.6,295.4,1.8,16,2.0,2.0,155.31,1.668
Acciaio_Mite_S235,212803.7,217.8,7.2,60,4.0,2.0,155.22,6.345
Acciaio_Inox_304,200909.2,299.8,7.7,60,1.5,1.5,80.76,29.593
Alluminio_6061_T6,69553.7,272.4,1.2,10,3.0,2.0,123.81,1.837
Acciaio_Mite_S235,212080.8,231.8,4.0,32,1.5,2.0,80.9,14.819
Acciaio_Mite_S235,215299.2,230.5,7.7,60,1.5,1.5,132.62,12.023
Alluminio_5052_H32,71570.9,197.4,2.0,16,2.0,1.0,136.96,2.688
Alluminio_6061_T6,68952.1,256.7,3.1,24,0.8,1.0,84.44,10.933
Acciaio_Mite_S235,211131.5,220.6,3.1,24,2.0,2.0,110.89,6.749
Acciaio_Inox_304,191473.8,286.8,6.4,50,1.5,1.0,92.86,20.33
Alluminio_6061_T6,67571.1,276.8,5.2,40,3.0,2.0,132.7,7.837
Alluminio_5052_H32,70847.5,193.6,1.6,12,1.5,3.0,131.98,2.125
Alluminio_5052_H32,69133.1,203.3,7.0,60,1.5,2.0,130.85,12.573
Alluminio_5052_H32,70914.3,182.8,3.8,32,0.8,1.0,152.07,3.833
Acciaio_Mite_S235,207785.7,236.5,6.2,50,3.0,1.5,158.44,4.518
Alluminio_6061_T6,70019.0,274.2,4.3,32,2.0,2.0,127.18,6.966
Alluminio_5052_H32,69434.8,209.7,3.0,24,0.8,1.0,147.06,3.445
Alluminio_6061_T6,67441.3,281.0,6.8,50,0.8,3.0,137.05,8.932
Acciaio_Inox_304,190098.7,305.4,5.7,50,1.0,1.0,142.62,8.002
Acciaio_Mite_S235,211332.9,226.6,2.2,16,0.8,2.0,150.52,1.851
Acciaio_Mite_S235,214602.4,222.7,1.4,12,4.0,1.0,138.87,1.906
Acciaio_Mite_S235,206625.4,256.6,3.9,32,2.0,3.0,121.35,7.709
Alluminio_5052_H32,68429.0,186.9,5.9,50,3.0,1.5,141.87,8.02
Acciaio_Inox_304,192107.4,302.2,2.4,20,4.0,1.5,119.15,4.67
Acciaio_Inox_304,203069.8,268.6,6.8,50,4.0,1.0,94.02,18.884
Alluminio_6061_T6,69643.1,266.2,1.3,10,1.0,2.0,91.95,3.166
Alluminio_5052_H32,70154.4,175.8,5.6,40,2.0,1.5,154.9,4.246
Alluminio_6061_T6,70611.6,274.7,4.7,40,0.8,2.0,84.5,18.381
Alluminio_6061_T6,67298.0,281.7,3.0,24,4.0,1.5,119.07,5.646
Acciaio_Mite_S235,205657.4,219.0,5.1,40,1.5,3.0,114.01,11.182
Alluminio_5052_H32,69554.1,182.9,7.3,60,2.0,2.0,117.57,16.293
Alluminio_6061_T6,69994.6,270.0,5.6,40,1.5,1.5,159.62,3.471
Acciaio_Mite_S235,215113.0,213.4,1.7,12,1.0,1.0,95.68,4.13
Acciaio_Inox_304,200511.8,305.6,7.8,60,2.0,3.0,88.78,25.206
Alluminio_5052_H32,71326.4,191.9,6.6,50,3.0,3.0,105.97,15.618
Acciaio_Inox_304,191656.6,295.7,2.8,24,4.0,3.0,109.56,6.179
Acciaio_Mite_S235,206098.9,224.4,3.8,32,1.5,2.0,102.59,10.769
Acciaio_Mite_S235,215595.9,242.0,6.1,50,1.5,1.5,102.21,17.51
Alluminio_5052_H32,68499.2,191.0,2.9,24,1.0,3.0,129.25,4.952
Acciaio_Inox_304,193548.9,290.6,4.0,32,3.0,1.0,106.52,9.958
Acciaio_Mite_S235,214695.5,249.5,6.1,50,4.0,1.5,137.98,8.677
Alluminio_6061_T6,68617.4,276.0,5.7,50,1.0,1.5,101.12,18.127
Acciaio_Mite_S235,208552.4,233.0,5.2,40,1.0,1.5,151.4,4.898
Alluminio_6061_T6,69366.4,287.5,7.7,60,0.8,2.0,105.93,20.059
Acciaio_Inox_304,186786.5,291.3,3.5,24,1.5,3.0,157.74,2.246
Acciaio_Inox_304,194884.2,305.9,3.5,24,4.0,1.0,83.25,9.192
Alluminio_6061_T6,64758.0,281.3,6.2,50,0.8,1.5,156.74,4.976
Alluminio_5052_H32,69822.7,202.9,5.5,40,1.0,1.5,150.09,5.075
Alluminio_6061_T6,66163.3,274.7,6.2,50,1.0,3.0,114.91,14.124
Acciaio_Mite_S235,213143.6,236.5,8.0,60,1.0,1.5,110.63,18.564
